1859.09 1448.81
1851.71 1433.39
1852.71 1431.09
1866.71 1447.19
1894.33 1472.95
1884.33 1448.54
1898.33 1454.68
1894.33 1443.58
1900.33 1444.66
1914.33 1453.86
1917.33 1447.82
1928.33 1455.6
1945.33 1467.23
1955.33 1471.34
1941.33 1445.63
1940.33 1442.43
1940.33 1443.22
1943.33 1449.5
1980.33 1506.25
1971.33 1467.52
1944.33 1448.17
1951.33 1457.45
1946.33 1448.6
1946.33 1446.73
1961.33 1467.82
1954.33 1453.22
1972.33 1487.3
1962.33 1465.38
1970.33 1470.98
1987.33 1493.61
1975.33 1466.7
1983.33 1476.94
1998.33 1490.5
1987.33 1466.91
1986.79 1468.86
2026.79 1531.75
2004.79 1479.75
2023.79 1522.16
2011.79 1482.7
2019.79 1500.1
2013.79 1486.87
2022.79 1505.8
2015.79 1482.32
2011.79 1480.17
2010.79 1478.54
2009.79 1477.99
2014.79 1485.35
2013.79 1480.75
2019.79 1493.81
2012.79 1479.7
2020.79 1486.66
2027.79 1496.05
2024.79 1484.63
2017.79 1478.39
2019.79 1477.52
2019.79 1477.6
2019.79 1477.82
2022.79 1483.84
2040.79 1514.41
2033.79 1489.92
2038.79 1494.89
2048.79 1501.11
2042.79 1485.39
2040.79 1482.63
2043.79 1484.95
2057.79 1500.35
2049.79 1485.96
2045.79 1483.13
2063.79 1504.67
2064.79 1501.23
2053.79 1486.33
2069.79 1516.06
2061.79 1489.18
2057.79 1486.01
2056.79 1483.61
2056.79 1483.17
2060.79 1490.08
2080.79 1531.8
2061.79 1489.5
2065.79 1489.2
2086.79 1551.17
2067.79 1497.65
2060.79 1488.12
2060.79 1486.5
2060.79 1485.7
2060.79 1486.03
2061.79 1486.49
2073.79 1511.67
2063.79 1489.43
2065.79 1489.15
2065.79 1489.11
2077.79 1518.29
2070.79 1492.03
2065.79 1487.88
2068.79 1493.41
2068.79 1493.16
2069.79 1494.82
2076.79 1505.3
2082.79 1504.07
2076.79 1492.03
2076.79 1491.58
2080.79 1496.87
2074.79 1490.79
2074.79 1488.76
2114.79 1556.84
2101.79 1526.59
2090.79 1495.89
2088.79 1492.82
2101.79 1530.75
2086.79 1495.95
2095.79 1507.32
2098.79 1503.03
2099.79 1502.14
2107.79 1513.29
2094.79 1493.39
2111.79 1504.82
2102.79 1495.16
2101.79 1493.6
2123.79 1524.1
2113.79 1497
2111.79 1494.65
2109.79 1492.88
2115.79 1504.16
2112.79 1495.42
2126.79 1513.82
2127.79 1505.34
2130.79 1520.44
2125.79 1502.19
2133.79 1513.55
2121.79 1495.73
2119.79 1492.05
2126.79 1496.35
2126.79 1496.11
2121.79 1493.73
2126.79 1494.67
2122.79 1492.89
2128.79 1501.33
2129.79 1502.52
2127.79 1499.4
2130.79 1506.18
2135.79 1513.02
2134.79 1503.88
2132.79 1502.15
2131.79 1499.73
2140.79 1510.48
2133.79 1497.96
2135.79 1497.39
2166.79 1547.21
2148.79 1502.27
2148.79 1498.17
2147.79 1499.94
2140.79 1496.35
2148.79 1507.62
2146.79 1502.53
2140.79 1497.21
2138.79 1493.09
2140.79 1493.83
2151.79 1510.3
2156.79 1512.97
2169.79 1539.76
2157.79 1503.53
2150.79 1497.57
2151.79 1496.29
2175.79 1545.93
2154.79 1502.02
2153.79 1497.84
2154.79 1497.22
2153.79 1496.53
2151.79 1495.3
2151.79 1494.8
2154.79 1495.7
2153.79 1495.67
2153.79 1495.9
2158.79 1498.52
2158.79 1499.86
2154.79 1497.71
2153.79 1497.2
2182.79 1552.51
2162.79 1505.8
2159.79 1499.96
2159.79 1498.04
2172.79 1524.29
2162.79 1503.41
2163.79 1505.61
2169.79 1511.02
2155.79 1500.45
2161.79 1505.48
2162.79 1504.55
2154.79 1499.54
2156.79 1497.15
2160.79 1499.95
2159.79 1500.28
2158.79 1499.56
2162.79 1506.2
2162.79 1504.5
2161.79 1504.16
2158.79 1502.66
2161.79 1503.1
2156.79 1500.42
2161.79 1500.77
2157.79 1499.07
2167.79 1509.73
2157.79 1501.55
2162.79 1501.76
2158.79 1499.39
2162.79 1500.67
2157.79 1498.77
2170.79 1513.07
2155.79 1499.91
2167.79 1508.34
2173.79 1510.71
2171.79 1507.36
2186.79 1523.84
