1864.09 1445.35
1843.71 1436.14
1843.46 1435.05
1853.21 1444.18
1881.08 1468.5
1875.83 1464.84
1882.83 1469.91
1876.33 1466.24
1880.08 1467.66
1882.83 1470.09
1881.58 1468.77
1883.08 1471.57
1889.58 1479.62
1888.83 1479.29
1872.33 1468.32
1877.33 1471.48
1876.83 1471.99
1883.33 1474.8
1918.33 1502.11
1900.83 1488.9
1875.58 1478.17
1879.83 1480.37
1871.58 1475.89
1870.08 1474.46
1882.08 1482.56
1875.58 1478.49
1883.83 1499.75
1871.83 1492.32
1878.33 1496.37
1886.58 1502.73
1872.58 1492.78
1881.58 1497.86
1885.33 1501.53
1871.08 1491.13
1874.04 1494.5
1919.04 1529.05
1889.04 1506.74
1913.79 1522.63
1892.54 1508.11
1899.54 1512.95
1896.79 1510.22
1903.29 1516.8
1894.04 1508.7
1891.29 1506.86
1891.79 1506.84
1884.79 1503.25
1894.79 1509.46
1891.79 1507.42
1898.04 1511.27
1885.29 1503.46
1894.79 1509.71
1899.79 1512.46
1894.79 1509.16
1883.54 1502.43
1887.29 1504.79
1886.04 1504.05
1887.29 1505.57
1893.54 1508.67
1909.04 1518.47
1895.04 1509.9
1897.54 1510.73
1900.79 1512.88
1894.04 1508.77
1891.29 1507.6
1895.79 1510.21
1902.04 1513.94
1895.54 1510.07
1886.79 1504.46
1902.04 1514.77
1901.79 1513.87
1891.79 1508.59
1908.79 1520
1896.04 1511.09
1892.29 1509.21
1886.54 1505.11
1891.29 1508.22
1897.29 1511.93
1920.29 1528.46
1898.04 1512.76
1899.54 1513.77
1938.04 1547.06
1913.04 1522.5
1903.54 1515.7
1900.29 1513.23
1899.79 1512.5
1903.04 1514.42
1904.54 1515.28
1915.29 1522.38
1907.04 1516.73
1908.54 1518.07
1908.54 1517.6
1922.29 1526.35
1909.79 1518.13
1902.79 1514.38
1908.04 1518.24
1908.79 1518.25
1909.29 1518.93
1913.79 1521.45
1913.79 1521.56
1908.04 1516.98
1909.29 1518.62
1909.79 1519.51
1902.29 1514.3
